transaction_amount,customer_payment_history,previous_success_rate,previous_failure_count,failure_type,retry_count,customer_age_days,subscription_status,time_since_failure,payment_method,customer_segment,invoice_age,previous_recovery_success,recovered
9984.28,28,0.6951,2,insufficient_funds,3,21,active,0.7,upi,starter,3.4,1,1
9932.63,8,0.8425,2,gateway_timeout,0,916,trialing,0.1,netbanking,regular,1.6,1,1
7433.43,16,0.8706,4,insufficient_funds,1,19,trialing,6.0,wallet,enterprise,4.6,0,1
993.19,5,0.6201,3,insufficient_funds,1,744,active,6.8,upi,regular,1.4,1,1
6061.12,22,0.7686,0,network_error,3,1100,active,3.7,card,enterprise,20.7,1,1
14704.3,6,0.6684,1,insufficient_funds,3,76,trialing,2.4,upi,regular,3.8,0,1
5937.02,8,0.8631,1,authentication_failed,4,259,unpaid,3.5,upi,enterprise,6.4,1,0
2214.47,6,0.8898,1,gateway_timeout,0,14,paused,2.0,wallet,enterprise,9.7,0,1
3671.53,12,0.6213,2,insufficient_funds,0,286,active,1.2,wallet,regular,7.6,0,1
5388.41,7,0.8583,1,authentication_failed,0,52,active,0.4,upi,regular,4.7,1,1
3772.57,3,0.5797,3,insufficient_funds,2,708,active,1.3,card,regular,15.3,1,1
838.9,1,0.8653,1,insufficient_funds,2,267,past_due,3.2,upi,enterprise,2.7,0,1
2070.3,8,0.7747,0,insufficient_funds,3,363,unpaid,0.1,wallet,vip,2.6,0,0
8307.45,6,0.9279,4,gateway_timeout,5,729,active,7.6,upi,regular,0.9,0,1
10081.47,0,0.9574,3,network_error,1,488,active,2.8,card,starter,2.6,1,1
938.44,4,0.6677,2,authentication_failed,0,158,past_due,3.4,upi,regular,5.4,0,1
15423.22,6,0.7396,2,card_expired,1,47,trialing,1.2,upi,regular,7.2,0,1
2193.61,16,0.901,1,network_error,0,98,active,19.3,netbanking,regular,0.3,1,1
5628.19,0,0.7236,1,insufficient_funds,0,223,active,2.3,card,enterprise,6.9,0,1
7168.11,4,0.7946,3,insufficient_funds,2,343,active,0.9,upi,regular,5.3,1,1
8555.14,16,0.8757,1,insufficient_funds,0,74,active,12.3,card,regular,12.3,1,1
14770.73,9,0.8099,2,insufficient_funds,1,149,active,0.1,card,enterprise,6.8,1,1
2076.52,3,0.9532,2,authentication_failed,0,111,past_due,13.1,upi,enterprise,18.2,0,1
9977.51,17,0.428,3,authentication_failed,3,160,past_due,1.5,netbanking,regular,16.6,0,0
906.01,6,0.513,2,authentication_failed,0,101,active,5.4,upi,starter,5.4,0,1
6304.59,6,0.8167,0,authentication_failed,4,44,active,1.6,card,regular,1.8,1,1
6973.55,35,0.7948,2,insufficient_funds,5,167,active,3.7,upi,enterprise,7.6,1,1
5861.72,27,0.6663,2,insufficient_funds,0,748,active,3.3,card,regular,1.0,1,1
1653.87,4,0.8943,3,insufficient_funds,0,29,canceled,7.0,upi,starter,1.5,0,1
10519.54,1,0.8059,1,gateway_timeout,0,452,canceled,3.6,upi,regular,4.2,0,1
1124.78,3,0.9164,2,insufficient_funds,0,333,active,8.6,card,regular,0.3,0,1
475.63,0,0.6354,2,insufficient_funds,3,100,active,7.2,wallet,enterprise,3.2,0,1
6519.76,0,0.569,0,insufficient_funds,2,38,active,2.2,upi,enterprise,9.4,0,1
3426.32,4,0.891,0,authentication_failed,0,673,active,3.4,upi,regular,3.7,1,1
9655.62,26,0.6076,1,gateway_timeout,4,120,unpaid,6.9,upi,regular,5.3,0,1
2617.65,19,0.5571,5,card_expired,1,143,canceled,9.1,netbanking,regular,13.6,1,0
1121.29,6,0.4016,1,gateway_timeout,3,97,trialing,0.4,card,starter,1.1,0,0
9252.94,7,0.7748,0,gateway_timeout,2,471,unpaid,6.6,netbanking,vip,6.4,0,1
4180.44,0,0.8188,1,insufficient_funds,0,65,past_due,3.1,card,starter,3.0,1,1
1248.64,2,0.6264,1,card_expired,0,357,active,3.8,upi,regular,13.0,1,0
6571.69,0,0.627,0,insufficient_funds,0,71,canceled,1.9,upi,regular,3.9,1,1
3778.13,13,0.6505,0,authentication_failed,1,105,past_due,0.3,upi,regular,2.9,1,1
4835.66,1,0.9586,3,insufficient_funds,1,647,trialing,11.6,card,vip,0.8,0,1
3289.26,19,0.6653,1,authentication_failed,1,241,active,11.0,netbanking,starter,0.6,1,0
9021.96,9,0.7962,0,insufficient_funds,4,295,trialing,0.9,upi,regular,5.6,0,0
9046.94,2,0.8562,1,authentication_failed,3,246,active,2.0,upi,regular,24.1,1,1
6378.85,1,0.7517,1,insufficient_funds,0,50,past_due,3.6,upi,enterprise,44.2,1,1
756.9,9,0.7998,1,insufficient_funds,0,274,active,3.3,netbanking,regular,1.9,0,1
9327.22,21,0.7084,0,gateway_timeout,0,194,active,0.5,upi,enterprise,0.3,0,1
5758.68,12,0.7355,3,insufficient_funds,4,440,active,0.1,card,regular,2.6,0,1
6170.51,4,0.7176,3,card_expired,3,1112,canceled,15.7,wallet,regular,3.7,0,0
2454.79,8,0.7364,1,insufficient_funds,4,245,active,16.4,wallet,regular,5.3,1,0
10771.39,3,0.3957,2,authentication_failed,0,102,past_due,3.2,wallet,regular,2.1,0,0
6661.68,67,0.8871,0,network_error,1,489,trialing,2.3,card,regular,1.4,0,1
797.24,13,0.8397,1,insufficient_funds,0,466,active,12.7,upi,regular,8.1,1,1
2819.37,9,0.7165,5,insufficient_funds,0,484,active,2.5,upi,starter,3.7,0,1
11074.49,5,0.8729,1,network_error,0,111,past_due,2.6,wallet,regular,13.9,1,1
441.73,9,0.5016,1,insufficient_funds,2,134,active,0.5,upi,enterprise,1.9,1,1
16474.67,3,0.9067,1,gateway_timeout,0,368,active,1.8,upi,vip,2.0,0,1
5884.1,0,0.5402,1,network_error,0,138,canceled,4.2,card,vip,8.8,0,0
5189.89,4,0.6468,3,insufficient_funds,1,169,past_due,5.2,card,starter,18.7,0,1
1777.39,25,0.9127,1,authentication_failed,3,3,active,21.8,upi,regular,2.4,1,0
1630.36,9,0.2947,2,gateway_timeout,2,552,trialing,6.3,card,vip,1.2,1,1
14441.58,0,0.9035,0,insufficient_funds,1,162,active,4.6,upi,regular,1.3,0,1
1971.05,20,0.3516,1,gateway_timeout,0,582,active,0.8,netbanking,enterprise,6.8,1,1
7669.52,2,0.8432,1,card_expired,1,889,active,1.8,wallet,starter,5.6,1,1
2697.14,2,0.7074,2,insufficient_funds,0,44,canceled,5.2,wallet,regular,0.5,0,1
949.78,3,0.5872,0,insufficient_funds,1,23,past_due,2.6,upi,starter,1.2,1,0
253.87,8,0.8417,0,insufficient_funds,0,277,active,5.7,upi,starter,9.1,1,1
4129.13,7,0.8774,1,network_error,0,74,past_due,4.3,upi,vip,0.2,0,1
18802.64,6,0.7084,2,insufficient_funds,2,146,active,2.5,card,starter,0.4,1,1
2503.33,11,0.8887,6,authentication_failed,1,2,active,1.6,upi,enterprise,1.4,1,1
2409.55,3,0.5616,3,authentication_failed,0,140,trialing,0.7,card,regular,2.2,0,1
2308.67,14,0.5423,1,insufficient_funds,0,886,canceled,2.3,netbanking,vip,3.0,0,0
3875.51,1,0.4678,1,authentication_failed,1,26,active,4.5,card,vip,4.5,1,1
3105.03,14,0.7943,1,insufficient_funds,1,291,active,0.3,upi,regular,2.0,1,1
10797.76,10,0.761,3,card_expired,1,191,canceled,1.5,netbanking,starter,2.5,1,0
3721.25,10,0.7211,0,card_expired,1,474,trialing,0.6,upi,regular,5.7,0,1
3743.92,6,0.9021,3,insufficient_funds,0,264,active,1.4,card,enterprise,6.0,0,1
944.66,10,0.7457,0,insufficient_funds,0,1,active,6.6,upi,regular,16.1,1,1
20496.68,0,0.885,0,insufficient_funds,0,280,active,2.0,upi,vip,18.6,0,1
1638.23,18,0.3281,0,insufficient_funds,1,426,trialing,8.2,upi,regular,0.8,0,1
580.97,0,0.6796,1,insufficient_funds,1,329,active,5.3,card,enterprise,14.4,0,1
5640.53,1,0.3984,0,insufficient_funds,1,329,unpaid,1.8,wallet,enterprise,12.5,1,0
4723.87,8,0.5758,1,authentication_failed,0,535,active,0.7,card,starter,1.0,0,0
2881.96,12,0.8425,1,insufficient_funds,4,234,canceled,0.1,upi,starter,0.7,0,0
2942.57,0,0.778,1,insufficient_funds,1,277,active,2.2,upi,regular,6.5,0,1
7887.07,24,0.6849,0,insufficient_funds,0,192,active,2.8,upi,regular,4.4,0,1
1288.99,34,0.2964,0,insufficient_funds,0,729,trialing,2.4,card,enterprise,10.0,1,1
8781.03,8,0.5285,0,insufficient_funds,5,280,active,1.8,upi,enterprise,6.8,1,0
5431.24,6,0.537,1,authentication_failed,4,83,active,5.2,card,enterprise,11.5,0,1
2914.76,12,0.78,1,insufficient_funds,0,466,active,0.4,card,regular,3.5,0,1
3262.71,3,0.836,1,insufficient_funds,2,103,active,0.5,wallet,regular,1.9,1,1
1682.92,6,0.6644,0,authentication_failed,1,495,unpaid,3.2,upi,regular,9.5,1,1
7173.94,23,0.8104,4,insufficient_funds,0,47,canceled,0.1,netbanking,regular,1.0,0,1
3796.17,29,0.4209,5,insufficient_funds,2,53,unpaid,2.0,card,vip,7.7,0,1
2134.6,24,0.4047,5,insufficient_funds,1,187,canceled,0.9,upi,vip,0.9,0,1
4732.32,2,0.8168,0,network_error,0,115,trialing,1.0,upi,regular,3.1,0,1
27485.92,2,0.9104,0,insufficient_funds,2,752,active,2.7,card,enterprise,3.6,0,0
3056.97,3,0.886,0,card_expired,2,313,active,3.1,wallet,regular,3.6,1,1
12872.04,5,0.8356,2,gateway_timeout,0,169,unpaid,2.1,upi,regular,6.8,0,1
2315.73,3,0.7651,1,card_expired,0,862,active,0.6,card,regular,8.8,1,1
481.44,4,0.6754,0,authentication_failed,0,709,past_due,2.5,upi,starter,0.4,1,1
1342.3,9,0.8251,1,insufficient_funds,1,62,past_due,6.4,netbanking,enterprise,12.9,0,1
2912.4,13,0.9478,1,gateway_timeout,0,69,active,4.5,card,regular,0.6,0,1
1439.97,12,0.7824,1,authentication_failed,2,410,canceled,2.9,upi,regular,3.5,0,0
201.14,15,0.9449,1,authentication_failed,2,142,active,0.6,wallet,vip,0.4,1,1
12525.61,0,0.9391,1,authentication_failed,0,41,unpaid,3.7,card,regular,19.5,0,1
9485.63,0,0.4752,1,insufficient_funds,2,629,past_due,2.8,card,regular,7.0,0,0
6979.65,14,0.7892,1,insufficient_funds,4,338,active,7.0,wallet,enterprise,0.9,1,1
1118.5,7,0.6429,1,network_error,1,120,past_due,0.7,upi,enterprise,2.1,0,0
841.23,8,0.7573,1,card_expired,0,1101,active,2.0,upi,enterprise,9.2,0,0
549.99,0,0.5794,0,insufficient_funds,3,242,past_due,0.4,upi,regular,1.6,0,1
6637.3,2,0.6801,2,network_error,1,181,active,3.0,upi,vip,7.2,0,1
13411.87,9,0.7653,1,insufficient_funds,1,186,active,9.4,upi,vip,11.8,0,1
3015.3,18,0.7311,1,insufficient_funds,1,106,active,11.5,card,enterprise,5.3,0,1
834.29,23,0.6602,3,authentication_failed,0,97,trialing,0.1,card,regular,4.0,0,1
3791.23,6,0.4261,1,authentication_failed,0,885,past_due,1.8,upi,starter,5.0,1,1
2344.94,7,0.8624,0,card_expired,3,514,active,1.6,upi,regular,3.1,1,1
2548.62,16,0.4596,3,gateway_timeout,5,84,active,4.0,upi,vip,0.3,0,0
5055.46,7,0.6435,1,gateway_timeout,4,657,active,4.9,card,vip,6.0,1,1
6541.99,6,0.8759,2,network_error,0,22,past_due,0.8,netbanking,regular,1.7,1,1
786.06,22,0.9204,3,authentication_failed,1,85,active,0.8,card,starter,0.1,0,1
381.2,14,0.9049,1,insufficient_funds,0,622,paused,1.3,upi,enterprise,2.7,0,1
26063.1,22,0.7491,0,authentication_failed,0,16,paused,0.1,wallet,enterprise,1.0,0,1
1524.57,2,0.7554,1,gateway_timeout,0,652,active,3.4,card,starter,1.7,0,1
476.67,7,0.8255,1,network_error,3,110,unpaid,4.8,upi,regular,6.3,1,1
1252.84,17,0.8469,3,insufficient_funds,4,50,past_due,0.1,upi,regular,2.6,1,1
398.69,1,0.6549,2,insufficient_funds,0,45,past_due,2.3,upi,starter,1.1,0,1
2686.35,15,0.8556,1,insufficient_funds,1,134,trialing,2.4,card,vip,0.1,0,1
8307.6,1,0.8272,1,network_error,1,302,past_due,3.8,upi,enterprise,6.2,1,1
2287.01,15,0.5079,3,network_error,0,260,trialing,5.6,upi,vip,3.4,0,1
3136.58,8,0.6582,0,insufficient_funds,0,97,active,8.1,upi,enterprise,7.7,1,1
5828.69,2,0.5861,3,gateway_timeout,0,140,canceled,0.7,upi,regular,2.4,1,1
3755.48,6,0.8849,1,authentication_failed,2,74,active,2.0,card,regular,11.7,1,1
10082.46,10,0.8144,2,authentication_failed,0,131,active,3.7,upi,enterprise,25.9,0,1
10250.91,9,0.6894,0,insufficient_funds,1,54,canceled,2.7,card,enterprise,6.5,0,1
249.8,5,0.987,0,network_error,0,356,active,4.4,card,regular,2.1,1,1
7726.43,21,0.4503,0,authentication_failed,2,124,paused,3.4,card,regular,3.4,0,1
3287.73,6,0.6933,0,gateway_timeout,0,110,active,1.6,card,regular,11.0,1,1
22677.34,6,0.8399,2,authentication_failed,0,246,active,10.0,card,regular,4.8,1,1
3500.81,0,0.8027,1,card_expired,1,77,active,6.9,wallet,enterprise,1.5,1,1
21874.17,24,0.8912,3,authentication_failed,1,134,active,5.2,card,vip,0.5,1,1
7223.7,1,0.6201,1,insufficient_funds,0,23,active,2.0,upi,regular,4.3,0,0
1629.12,7,0.8743,2,authentication_failed,2,38,past_due,0.2,netbanking,regular,4.4,0,1
4065.23,15,0.3683,1,gateway_timeout,1,185,active,14.7,card,starter,8.6,0,1
24427.07,2,0.545,0,insufficient_funds,2,1500,past_due,4.5,netbanking,regular,3.8,0,0
9943.14,7,0.9009,0,gateway_timeout,1,205,unpaid,1.4,card,regular,26.5,0,0
712.2,2,0.4584,2,gateway_timeout,1,153,unpaid,2.4,upi,enterprise,14.1,0,1
6327.21,13,0.4088,1,insufficient_funds,0,66,past_due,1.1,card,starter,10.3,0,0
2320.03,7,0.6492,0,card_expired,2,115,active,5.4,upi,regular,4.3,0,1
235.03,18,0.3913,1,authentication_failed,0,395,active,4.1,wallet,regular,0.5,0,0
2783.22,21,0.8737,1,network_error,0,156,active,2.9,upi,regular,9.8,0,1
1537.79,9,0.8293,1,insufficient_funds,1,292,canceled,1.9,upi,enterprise,3.1,1,1
8742.68,12,0.7834,1,card_expired,0,101,trialing,1.5,upi,regular,6.8,0,1
2257.4,7,0.9659,2,gateway_timeout,0,56,past_due,6.7,upi,regular,1.2,1,1
8987.48,4,0.8546,1,gateway_timeout,2,190,past_due,2.0,upi,regular,3.0,1,1
202.99,9,0.62,1,authentication_failed,0,110,active,2.6,card,regular,0.5,0,1
2039.54,22,0.6044,1,authentication_failed,2,30,active,0.8,wallet,enterprise,2.5,0,1
1579.86,5,0.5811,2,card_expired,0,106,active,8.0,netbanking,regular,19.4,0,0
1530.04,3,0.5777,2,network_error,1,134,active,1.1,netbanking,regular,2.6,1,1
553.11,4,0.4874,0,authentication_failed,0,332,canceled,0.7,card,vip,11.2,1,1
1235.89,5,0.9543,0,authentication_failed,1,138,active,3.9,upi,regular,14.9,0,0
4254.58,0,0.9522,4,insufficient_funds,4,628,paused,0.6,upi,enterprise,17.1,1,1
1922.05,6,0.7481,3,insufficient_funds,0,253,active,15.3,upi,starter,2.9,1,1
2901.23,6,0.9128,1,insufficient_funds,1,529,active,3.3,card,enterprise,15.0,0,1
2564.98,8,0.3937,1,insufficient_funds,4,56,paused,0.2,upi,vip,7.3,1,0
10633.54,4,0.9613,1,gateway_timeout,0,432,active,0.6,upi,starter,2.2,1,1
11985.15,9,0.4822,2,insufficient_funds,0,22,active,10.8,upi,enterprise,3.9,1,1
3595.8,19,0.7967,2,card_expired,0,328,past_due,3.2,upi,regular,8.0,0,0
2203.55,29,0.8511,1,authentication_failed,1,102,active,1.8,card,regular,2.7,1,1
764.73,8,0.9079,1,card_expired,0,90,active,4.8,card,enterprise,0.5,1,1
15531.08,0,0.8871,2,insufficient_funds,1,271,past_due,1.9,netbanking,vip,14.6,0,0
510.58,33,0.5918,1,card_expired,0,18,paused,0.6,upi,regular,2.8,0,0
1966.62,11,0.8019,1,card_expired,4,766,past_due,5.5,upi,starter,4.5,1,1
1969.58,3,0.8697,1,authentication_failed,0,67,past_due,1.8,card,regular,4.4,1,1
2131.26,1,0.7934,2,network_error,1,423,active,15.8,wallet,regular,10.1,1,1
1097.35,1,0.736,1,insufficient_funds,1,285,active,1.2,upi,regular,1.5,0,1
7843.01,1,0.3716,0,insufficient_funds,1,131,active,0.3,upi,vip,4.3,0,1
853.38,0,0.5768,2,authentication_failed,0,319,past_due,3.5,card,regular,10.8,0,1
5238.01,22,0.6503,2,gateway_timeout,0,111,active,0.4,upi,regular,8.1,0,1
861.07,7,0.6438,2,insufficient_funds,1,276,canceled,6.4,upi,regular,4.3,1,1
565.73,11,0.6633,0,insufficient_funds,0,1,active,1.9,card,regular,7.1,0,1
12208.13,16,0.6371,2,insufficient_funds,0,793,paused,14.5,wallet,regular,0.8,0,1
1254.4,14,0.7545,0,card_expired,1,41,active,9.2,card,enterprise,1.6,0,0
8808.84,20,0.9199,2,authentication_failed,5,182,active,2.9,card,regular,5.5,0,0
4133.23,32,0.1728,2,insufficient_funds,1,77,active,1.8,upi,regular,4.1,0,1
605.27,5,0.6203,2,network_error,4,120,trialing,18.3,upi,regular,1.5,1,0
15755.51,28,0.592,1,gateway_timeout,0,102,active,1.8,upi,regular,0.3,0,0
1618.19,12,0.8164,2,gateway_timeout,2,996,active,0.5,card,starter,10.7,0,1
10017.91,0,0.8274,2,insufficient_funds,1,36,active,5.3,upi,regular,0.2,0,1
1124.48,10,0.9302,2,gateway_timeout,1,41,active,7.1,upi,starter,0.3,1,1
9818.79,11,0.6317,0,authentication_failed,0,891,active,1.6,card,enterprise,0.6,0,1
266.59,22,0.699,2,gateway_timeout,0,36,active,1.3,netbanking,regular,0.0,0,1
3784.95,4,0.7408,1,insufficient_funds,0,23,active,2.2,upi,regular,4.0,1,1
7536.28,8,0.4813,2,authentication_failed,1,178,active,0.9,upi,regular,6.4,0,1
13851.14,0,0.6081,2,insufficient_funds,1,57,active,8.9,upi,regular,0.3,0,1
12195.6,3,0.8654,4,insufficient_funds,1,60,active,7.7,card,enterprise,0.5,1,1
8763.58,0,0.8493,0,card_expired,1,428,active,4.9,card,regular,1.2,0,1
11154.83,7,0.9216,0,gateway_timeout,2,68,canceled,7.0,card,vip,0.5,1,1
1310.84,16,0.9369,1,card_expired,2,99,active,1.2,netbanking,regular,7.6,0,0
1871.66,2,0.8152,3,authentication_failed,2,275,active,2.6,upi,regular,3.4,0,1
1905.19,7,0.816,1,insufficient_funds,0,1133,active,1.8,card,regular,7.0,1,1
2566.48,2,0.3883,3,card_expired,0,170,trialing,6.9,card,regular,4.3,1,0
2698.77,1,0.416,1,insufficient_funds,3,272,paused,0.6,card,regular,9.5,1,0
4132.41,6,0.7981,3,gateway_timeout,1,174,active,0.8,card,vip,0.6,0,1
1071.05,0,0.8928,1,authentication_failed,1,50,unpaid,3.8,upi,regular,5.0,1,1
6076.06,8,0.63,4,insufficient_funds,2,147,active,1.9,card,regular,5.7,0,1
1117.01,0,0.7407,4,insufficient_funds,4,248,trialing,0.6,wallet,regular,4.5,0,0
2057.55,1,0.8602,1,authentication_failed,4,17,unpaid,0.5,upi,enterprise,1.9,0,1
3699.3,7,0.4941,0,insufficient_funds,0,47,past_due,2.6,netbanking,regular,0.4,0,1
8158.99,8,0.5938,1,insufficient_funds,0,423,active,5.4,wallet,regular,3.1,1,1
6925.17,0,0.7395,1,insufficient_funds,1,22,active,0.2,card,enterprise,1.3,0,1
5385.72,8,0.6337,0,insufficient_funds,1,46,trialing,5.4,upi,regular,0.6,1,0
1046.67,17,0.6724,1,network_error,2,74,active,3.8,upi,regular,1.6,0,1
4159.82,12,0.7754,1,authentication_failed,1,15,active,1.6,wallet,regular,6.1,1,1
657.54,1,0.8469,1,network_error,0,392,trialing,0.1,upi,regular,2.3,0,1
2568.96,8,0.6149,2,card_expired,0,190,trialing,14.0,upi,regular,1.4,1,1
2868.05,10,0.5205,1,insufficient_funds,0,58,active,1.9,card,regular,1.3,0,1
403.13,0,0.8898,0,network_error,2,26,active,10.9,card,regular,5.6,0,1
1800.94,18,0.5736,1,insufficient_funds,0,213,active,3.0,card,starter,3.1,0,1
15778.15,22,0.8154,1,insufficient_funds,1,234,active,3.4,card,regular,2.0,0,1
15555.79,18,0.9014,2,insufficient_funds,0,289,active,1.6,upi,regular,7.0,0,1
2371.85,16,0.9298,4,insufficient_funds,1,370,canceled,2.1,upi,enterprise,0.7,0,0
420.28,12,0.7427,2,insufficient_funds,0,897,active,4.3,upi,starter,5.5,1,1
1186.74,9,0.8569,0,card_expired,2,455,past_due,2.5,card,regular,11.8,1,1
2689.69,10,0.5778,1,insufficient_funds,0,68,active,2.0,upi,regular,5.1,0,1
14961.42,15,0.657,1,authentication_failed,2,21,active,0.1,card,regular,9.0,0,1
961.09,10,0.6697,3,insufficient_funds,0,25,active,1.8,upi,regular,1.0,1,1
7409.37,3,0.6033,4,gateway_timeout,1,455,active,0.8,netbanking,regular,3.8,0,0
775.27,4,0.6652,2,authentication_failed,1,356,active,10.7,upi,vip,1.5,0,0
20084.83,21,0.7834,2,insufficient_funds,1,12,active,1.2,wallet,regular,2.5,0,1
2603.23,0,0.3927,2,insufficient_funds,1,330,active,0.3,card,regular,4.6,0,1
7663.49,11,0.8247,1,insufficient_funds,3,335,active,0.7,card,vip,0.9,1,1
2297.25,29,0.4801,2,network_error,0,427,active,0.5,upi,regular,7.0,1,1
5139.86,11,0.8906,3,authentication_failed,2,267,active,0.8,card,starter,2.0,0,1
1266.07,48,0.6425,3,card_expired,3,194,canceled,1.1,upi,starter,3.0,1,0
989.24,11,0.6059,1,insufficient_funds,0,89,active,12.3,upi,regular,4.4,1,1
14108.28,0,0.6639,1,insufficient_funds,1,16,active,5.8,card,regular,4.0,1,1
12683.72,16,0.5964,1,insufficient_funds,0,26,active,1.0,card,vip,7.6,0,1
11122.63,3,0.4601,1,network_error,2,144,active,4.5,upi,starter,1.0,0,1
5109.93,5,0.8357,3,insufficient_funds,0,50,past_due,4.1,card,regular,3.8,1,0
8458.29,3,0.7533,1,authentication_failed,1,5,active,1.6,upi,regular,3.3,0,1
557.68,2,0.6197,0,insufficient_funds,1,153,trialing,1.9,upi,starter,1.8,1,1
2238.26,5,0.4341,1,gateway_timeout,1,1349,active,9.3,card,enterprise,2.9,1,1
2082.22,4,0.4782,1,insufficient_funds,4,909,active,2.6,upi,regular,9.3,0,0
5248.14,9,0.564,3,authentication_failed,1,354,active,11.4,upi,regular,19.7,0,0
2399.95,15,0.6299,3,insufficient_funds,2,74,active,0.8,card,regular,2.0,1,1
1003.82,3,0.8354,1,insufficient_funds,4,387,active,0.2,upi,starter,3.4,0,1
4737.49,2,0.6804,2,insufficient_funds,2,251,past_due,2.7,card,regular,0.7,0,1
8620.37,10,0.9684,2,insufficient_funds,2,100,active,3.6,upi,regular,4.8,0,1
2607.33,10,0.4678,1,insufficient_funds,0,12,canceled,2.9,upi,regular,9.4,0,0
909.37,21,0.6848,1,authentication_failed,0,168,trialing,4.2,upi,enterprise,15.0,1,1
1295.06,0,0.2358,1,card_expired,1,221,active,1.7,card,regular,2.9,0,1
1555.65,18,0.5876,2,insufficient_funds,3,236,active,0.6,upi,starter,11.7,1,1
1982.64,6,0.4681,1,network_error,0,90,paused,1.3,card,regular,0.2,1,1
5347.23,9,0.6762,0,gateway_timeout,2,317,past_due,0.3,upi,starter,7.6,0,1
4793.29,0,0.6765,2,gateway_timeout,0,288,paused,0.3,card,regular,3.3,0,1
6154.95,5,0.488,2,gateway_timeout,1,91,active,1.9,card,regular,19.4,1,1
2451.02,2,0.8604,2,gateway_timeout,2,333,active,9.1,card,enterprise,1.6,0,1
8886.29,2,0.7793,2,insufficient_funds,0,345,past_due,2.7,netbanking,regular,0.4,0,1
1341.33,6,0.8672,4,card_expired,1,454,canceled,0.7,netbanking,starter,4.8,1,1
3365.35,15,0.8858,3,insufficient_funds,2,139,past_due,1.8,card,enterprise,2.7,1,0
8270.71,12,0.6979,2,insufficient_funds,1,685,active,15.2,upi,starter,3.8,1,1
1193.22,8,0.7069,2,card_expired,0,819,active,0.1,upi,regular,0.7,0,1
781.9,7,0.5283,2,authentication_failed,1,316,past_due,3.7,upi,regular,7.2,0,0
10957.22,5,0.8715,4,insufficient_funds,0,267,active,3.8,upi,starter,1.4,1,1
2299.82,34,0.8036,3,card_expired,0,430,active,8.5,upi,regular,1.3,1,1
5958.01,7,0.612,0,authentication_failed,0,37,past_due,2.2,card,vip,1.6,1,1
328.38,2,0.8932,2,insufficient_funds,2,375,active,2.2,upi,vip,0.9,0,1
6056.67,2,0.8022,0,authentication_failed,0,144,active,13.9,upi,enterprise,2.4,0,1
2099.73,8,0.8049,1,network_error,1,616,active,0.1,netbanking,vip,0.6,0,1
486.77,7,0.9019,2,insufficient_funds,3,25,trialing,3.7,upi,starter,0.8,0,1
4905.64,0,0.8227,0,insufficient_funds,1,51,active,4.8,upi,enterprise,3.5,1,1
1577.48,16,0.9398,0,insufficient_funds,0,113,active,0.4,card,starter,2.5,0,1
2645.38,11,0.6371,1,insufficient_funds,0,880,active,5.0,card,enterprise,0.7,1,1
620.07,10,0.5237,0,insufficient_funds,5,223,past_due,4.3,upi,regular,1.2,0,0
995.94,0,0.8881,6,authentication_failed,0,628,unpaid,0.1,upi,regular,4.7,1,1
1968.95,4,0.8758,3,card_expired,1,695,active,7.6,card,enterprise,4.4,0,0
670.23,25,0.7308,0,insufficient_funds,2,9,active,4.1,netbanking,starter,0.8,0,0
12285.84,18,0.7296,2,gateway_timeout,0,328,active,10.5,card,regular,0.6,0,1
230.33,3,0.9524,0,authentication_failed,2,82,active,3.9,upi,regular,2.3,0,1
3506.89,1,0.336,3,insufficient_funds,1,126,past_due,2.2,upi,regular,1.4,1,1
857.65,5,0.4971,2,authentication_failed,1,2,active,3.8,card,regular,1.4,1,1
2038.53,4,0.6145,1,authentication_failed,3,295,active,8.0,card,vip,6.1,1,1
13222.48,10,0.7131,3,insufficient_funds,0,472,active,2.2,upi,enterprise,1.8,1,1
1081.86,32,0.7087,0,insufficient_funds,4,27,active,2.2,card,vip,1.4,1,1
17082.38,4,0.8262,2,insufficient_funds,0,244,active,0.4,card,regular,1.0,0,1
1352.06,0,0.8358,0,insufficient_funds,0,74,canceled,3.3,upi,regular,6.2,0,0
6965.58,21,0.9379,3,insufficient_funds,0,1031,active,2.3,upi,starter,0.2,1,1
4155.75,0,0.9514,0,gateway_timeout,0,14,canceled,1.9,card,regular,1.5,1,1
10991.5,28,0.7322,1,gateway_timeout,0,188,past_due,0.2,upi,regular,7.0,1,1
4237.11,10,0.9675,0,network_error,1,455,active,3.7,card,vip,23.2,1,1
4023.85,26,0.891,2,insufficient_funds,2,337,active,0.2,upi,starter,0.2,0,1
1287.41,2,0.851,3,network_error,0,200,active,0.4,upi,starter,3.1,0,1
1108.98,0,0.6852,1,gateway_timeout,0,491,active,0.2,upi,enterprise,7.4,0,1
12613.89,6,0.8476,0,gateway_timeout,0,985,active,1.3,upi,vip,3.2,1,1
2186.28,5,0.3986,2,network_error,1,28,active,2.9,card,enterprise,8.9,1,1
2526.73,3,0.6917,1,insufficient_funds,0,20,active,3.6,upi,regular,5.7,0,0
7331.91,30,0.761,2,card_expired,0,447,trialing,1.7,wallet,starter,4.9,0,1
2268.67,16,0.8562,1,authentication_failed,0,70,trialing,4.8,card,enterprise,0.1,0,1
15389.28,10,0.7207,0,insufficient_funds,1,524,past_due,6.1,card,regular,2.4,1,1
